R2408499	7.998922e-02	7.196743e-02	6.701469e-01	5.014677e+00
R2408508	7.673063e-02	8.019854e-02	7.831050e-01	7.914545e+00
R2408550	1.074173e-01	8.488108e-02	6.712307e-01	5.492452e+00
R2408557	4.403260e-02	4.597565e-02	7.289709e-01	5.464564e+00
R2453864	4.566778e-02	4.894945e-02	8.713601e-01	8.213720e+00
R2453902	7.004210e-02	7.677611e-02	9.022432e-01	8.146384e+00
R2514859	8.652125e-02	7.407848e-02	6.803090e-01	5.033463e+00
R2672351	3.817423e-02	3.813024e-02	7.108863e-01	5.209127e+00
R2871809	3.702025e-02	3.734561e-02	8.004929e-01	6.255307e+00
R3000480	4.021554e-02	4.022224e-02	7.369157e-01	5.613004e+00
R3299685	7.735235e-02	5.588290e-02	6.628486e-01	4.838508e+00
R3322077	5.012068e-02	6.019712e-02	7.731669e-01	6.311427e+00
R3371497	5.774898e-02	6.560270e-02	8.680860e-01	7.711675e+00
R351200	3.917847e-02	4.979919e-02	1.019680e+00	9.312339e+00
R352230	6.473359e-02	1.266345e-01	1.370800e+00	1.106810e+01
R352875	5.739080e-02	4.862231e-02	6.928815e-01	5.671169e+00
R352882	4.778162e-02	5.230156e-02	7.905221e-01	7.086032e+00
R354192	3.938049e-02	4.169724e-02	7.100353e-01	5.555806e+00
R372987	1.006612e-01	7.956576e-02	6.866735e-01	4.947676e+00
R373076	3.004794e-02	3.665438e-02	1.071682e+00	9.615762e+00
R379397	4.786663e-02	4.451348e-02	6.865755e-01	5.266417e+00
R379716	6.212124e-02	1.397031e-01	1.469966e+00	1.208656e+01
R379726	6.181298e-02	1.391592e-01	1.465091e+00	1.218566e+01
R380612	4.656183e-02	4.449818e-02	7.604956e-01	6.657307e+00
R381771	2.335659e-02	3.617089e-02	1.081381e+00	9.784116e+00
R382556	4.345598e-02	4.428300e-02	7.594181e-01	6.099705e+00
R389599	9.742283e-02	8.331434e-02	7.098970e-01	5.123285e+00
R389661	8.192526e-02	6.102947e-02	6.045587e-01	4.716109e+00
R389887	1.560885e-01	1.392888e-01	7.003095e-01	4.815144e+00
R390247	2.464859e-01	2.311762e-01	6.993776e-01	4.949436e+00
R392154	4.453302e-02	4.063137e-02	6.510936e-01	5.830486e+00
R3928662	4.245521e-02	4.394049e-02	7.049080e-01	5.503630e+00
R4085001	9.046653e-02	8.318174e-02	6.766402e-01	6.019502e+00
R4086398	5.925808e-02	6.097066e-02	7.116862e-01	5.655971e+00
R416476	6.466689e-02	5.141437e-02	7.115248e-01	6.455184e+00
R418555	5.953361e-02	5.875320e-02	7.744239e-01	6.016078e+00
R418594	1.822913e-01	9.194484e-02	6.334415e-01	4.793755e+00
R418597	5.264741e-02	5.395510e-02	7.379639e-01	5.641546e+00
R419140	1.070507e-01	9.759973e-02	6.728819e-01	6.173643e+00
R419436	5.078135e-02	4.381415e-02	7.026696e-01	6.078873e+00
R420499	1.904078e-01	1.057818e-01	6.263068e-01	5.029251e+00
R421178	4.745123e-02	4.415311e-02	6.942603e-01	5.563464e+00
R421223	6.998035e-02	6.652073e-02	7.427731e-01	5.506525e+00
R421525	8.687123e-02	7.878833e-02	7.376303e-01	7.254849e+00
R422356	5.134280e-02	5.113538e-02	7.013060e-01	5.086510e+00
R425366	2.550507e-02	3.180971e-02	7.573724e-01	6.380782e+00
R425393	2.765816e-02	3.778497e-02	7.974997e-01	6.431693e+00
R428643	1.283031e-02	2.195485e-02	8.581627e-01	6.974872e+00
R433584	7.399528e-02	6.586239e-02	8.092626e-01	7.914324e+00
R4420097	9.809094e-02	7.256478e-02	6.529886e-01	4.609705e+00
R442660	6.354853e-02	1.152930e-01	1.380568e+00	1.156491e+01
R444209	2.322361e-02	4.533439e-02	1.085700e+00	1.268574e+01
R446199	6.569909e-02	7.020720e-02	7.980986e-01	7.420938e+00
R446210	7.689847e-02	6.889645e-02	7.142172e-01	6.321483e+00
R499943	3.274389e-01	3.225341e-01	7.295035e-01	5.335836e+00
R500753	5.084439e-02	4.389504e-02	6.987399e-01	6.054547e+00
R5218920	9.962898e-02	6.807623e-02	6.324842e-01	4.431853e+00
R5218921	4.903654e-02	4.462768e-02	6.646963e-01	5.164150e+00
R5221030	2.380618e-02	4.795158e-02	1.074507e+00	1.053456e+01
R5362517	1.076279e-01	8.647530e-02	6.899462e-01	4.831770e+00
R5365859	5.655575e-02	6.442073e-02	7.886694e-01	7.267275e+00
R5423646	1.202248e-01	1.364809e-01	8.545587e-01	6.936597e+00
R549127	6.402292e-02	5.468554e-02	6.984167e-01	5.149523e+00
R5578775	2.696470e-02	2.853333e-02	7.182728e-01	5.365562e+00
R5619044	3.849944e-02	8.912407e-02	1.426438e+00	1.187544e+01
R5625886	2.514114e-02	3.486343e-02	9.296351e-01	8.276082e+00
R5628897	7.866451e-02	5.974859e-02	6.608605e-01	4.863829e+00
R5637810	1.493260e-01	1.385939e-01	7.544699e-01	5.921878e+00
R5659735	3.838343e-02	8.898583e-02	1.406468e+00	1.202494e+01
R5661270	6.596195e-02	6.216329e-02	6.854093e-01	5.043886e+00
R5662702	7.242899e-02	8.197591e-02	7.844575e-01	6.796639e+00
R5668599	9.350930e-02	6.812799e-02	6.376357e-01	4.453042e+00
R5676934	4.195727e-02	5.962428e-02	9.376846e-01	7.454454e+00
R5683826	4.544251e-02	4.147691e-02	7.294477e-01	5.735897e+00
R611105	8.870767e-02	6.932606e-02	6.639466e-01	5.021703e+00
R6782315	1.288168e-01	9.551891e-02	6.563169e-01	4.387995e+00
R6782861	4.497639e-02	5.043384e-02	7.685548e-01	7.252804e+00
R6783984	7.029022e-02	5.218581e-02	6.364903e-01	4.139363e+00
R6787639	1.098813e-01	1.002858e-01	6.721453e-01	4.778108e+00
R6798163	5.373820e-02	4.463673e-02	6.943455e-01	4.856632e+00
R6802948	1.039490e-01	8.857255e-02	7.126105e-01	5.399961e+00
R6803157	6.419711e-02	6.970908e-02	7.448126e-01	5.421674e+00
R6807047	3.856396e-02	4.585123e-02	8.765504e-01	6.951128e+00
R6807062	3.947957e-02	4.747455e-02	7.889449e-01	7.013718e+00
R6811436	6.998882e-02	6.421597e-02	6.961246e-01	4.650337e+00
R6814848	1.746033e-02	3.528408e-02	1.165337e+00	9.271346e+00
R70171	6.131596e-02	6.486932e-02	8.201513e-01	7.055900e+00
R70221	3.057336e-02	3.590636e-02	7.872073e-01	5.958388e+00
R70263	5.870942e-02	4.950732e-02	6.737941e-01	5.344029e+00
R70268	7.063047e-02	5.201909e-02	6.489243e-01	4.070154e+00
R70350	3.721463e-02	3.780862e-02	7.320721e-01	6.467251e+00
R70614	7.036904e-02	5.647789e-02	6.383681e-01	5.416467e+00
R70635	4.124670e-02	3.834492e-02	7.470818e-01	6.099402e+00
R70688	6.410571e-02	5.102136e-02	6.690369e-01	4.535240e+00
R70895	2.109718e-01	1.850143e-01	7.096136e-01	4.809881e+00
R70921	7.395998e-02	5.991321e-02	6.666001e-01	6.233889e+00
R71064	9.974324e-02	6.969656e-02	6.574646e-01	4.240433e+00
R71182	5.788865e-02	5.135608e-02	7.198760e-01	6.000387e+00
R71240	8.294266e-02	7.389309e-02	9.343959e-01	7.630482e+00
R71262	2.187109e-02	3.195397e-02	1.402143e+00	1.264214e+01
R71288	3.919339e-02	4.322764e-02	7.915943e-01	6.928470e+00
R71336	5.894372e-02	6.095847e-02	8.059249e-01	6.569488e+00
R71384	5.814137e-02	4.921344e-02	6.557322e-01	5.255888e+00
R71403	1.087562e-01	8.561873e-02	6.807512e-01	4.975701e+00
R727802	2.188407e-01	2.118846e-01	7.062549e-01	5.051539e+00
R73614	1.004404e-01	1.070879e-01	7.258649e-01	6.171488e+00
R73621	1.145705e-01	1.105896e-01	7.833041e-01	6.138568e+00
R73817	1.462128e-01	1.318216e-01	6.957597e-01	5.542719e+00
R74217	1.277643e-01	1.321225e-01	7.318510e-01	5.782359e+00
R74259	1.606826e-01	1.541298e-01	7.739579e-01	5.482015e+00
R75105	1.040571e-01	9.358099e-02	6.944450e-01	4.737389e+00
R75109	4.605828e-02	4.277270e-02	7.159963e-01	6.913974e+00
R75876	1.676644e-01	1.568100e-01	6.954471e-01	4.615893e+00
R75896	6.897159e-02	5.863451e-02	6.976421e-01	5.880866e+00
R77108	7.551472e-02	7.201793e-02	6.985260e-01	4.868041e+00
R77111	7.781156e-02	7.030105e-02	6.894783e-01	4.732165e+00
R77285	1.721004e-01	1.526105e-01	7.027506e-01	4.951799e+00
R77288	2.304297e-01	2.100788e-01	7.015709e-01	4.796268e+00
R77289	1.797061e-01	1.583688e-01	6.951925e-01	4.561989e+00
R77305	1.722077e-01	1.528391e-01	7.000547e-01	4.908204e+00
R77310	1.719695e-01	1.527524e-01	7.065714e-01	4.888705e+00
R77346	2.071161e-01	1.843962e-01	7.059168e-01	4.968803e+00
R77348	1.901853e-01	1.715981e-01	7.071512e-01	4.815983e+00
R77350	1.901210e-01	1.710804e-01	7.027699e-01	4.878291e+00
R77352	1.327825e-01	1.107775e-01	6.947813e-01	4.672577e+00
R83936	5.889129e-02	5.810604e-02	7.032275e-01	6.297404e+00
R879235	7.540690e-02	7.782939e-02	7.348308e-01	6.661327e+00
R879299	7.018234e-02	6.138084e-02	7.618743e-01	6.232182e+00
R879518	9.549794e-02	8.099349e-02	6.838939e-01	5.863479e+00
R8848584	6.138884e-02	5.438798e-02	6.835235e-01	4.618463e+00
R8849175	5.590566e-02	4.781479e-02	6.719622e-01	4.443607e+00
R8850843	1.953570e-01	2.079554e-01	7.301416e-01	5.222668e+00
R8856828	4.922638e-02	4.679964e-02	6.869600e-01	5.572681e+00
R8935690	2.163836e-02	3.449824e-02	8.274167e-01	7.099786e+00
R8964058	4.162792e-02	4.184236e-02	7.626331e-01	5.862997e+00
R917937	5.156789e-02	4.226343e-02	6.724881e-01	5.179435e+00
R936635	6.369499e-02	7.226756e-02	7.196278e-01	5.602278e+00
R936721	5.145245e-02	4.252153e-02	6.686543e-01	4.415982e+00
R936837	1.872819e-02	2.521660e-02	7.981346e-01	6.874182e+00
R947581	8.275408e-02	6.563692e-02	6.579417e-01	4.659621e+00
R964903	8.570314e-02	6.857547e-02	6.880677e-01	5.570842e+00
R964975	8.307474e-02	7.906461e-02	7.848292e-01	7.807855e+00
R975578	9.081348e-02	7.132665e-02	6.560747e-01	4.496853e+00
R975634	6.242040e-02	9.310648e-02	1.096508e+00	9.628085e+00
R977347	3.023326e-02	3.289579e-02	8.207230e-01	6.863226e+00
R983231	1.014931e-01	9.642533e-02	7.327407e-01	5.681035e+00
